Researcher_A,Researcher_B,Shared_synergies_count,Shared_synergies
Vinicius Macuch,Aleksandra Ćwiek,4,data analysis methods; language evolution; linear mixed-effects models; multimodal communication
Vinicius Macuch,Frank Kügler,4,bayesian statistics; data analysis methods; linear mixed-effects models; multimodal communication
Vinicius Macuch,Marion Bonnet,4,data analysis methods; iconicity; linear mixed-effects models; multimodal communication
Vinicius Macuch,Pamela Perniss,4,bayesian statistics; data analysis methods; linear mixed-effects models; multimodal communication
Vinicius Macuch,Patrick Trettenbrein,4,bilingualism; linear mixed-effects models; multimodal communication; neurobiology of language
Vinicius Macuch,Babajide Owoyele,3,bayesian statistics; data analysis methods; linear mixed-effects models
Vinicius Macuch,Cornelia Ebert,3,cognitive science; iconicity; linear mixed-effects models
Vinicius Macuch,Lea Fricke,3,experimental evidence; iconicity; linear mixed-effects models
Vinicius Macuch,Markus Steinbach,3,data analysis methods; data collection; linear mixed-effects models
Vinicius Macuch,Matteo Maran,3,data analysis methods; linear mixed-effects models; neurobiology of language
Vinicius Macuch,Nadine Bade,3,data analysis methods; linear mixed-effects models; neurobiology of language
Vinicius Macuch,Nina-Kristin Meister,3,data analysis methods; iconicity; multimodal communication
Vinicius Macuch,Pilar Prieto,3,iconicity; linear mixed-effects models; multimodal communication
Vinicius Macuch,Sarah Schwarzenberg,3,iconicity; linear mixed-effects models; metaphors
Vinicius Macuch,Susanne Fuchs,3,language evolution; multimodal communication; neurobiology of language
Vinicius Macuch,Thomas Finkbeiner,3,data analysis methods; iconicity; linear mixed-effects models
Vinicius Macuch,Volker Gast,3,bayesian statistics; corpus analysis; corpus linguistics
Vinicius Macuch,Wim Pouw,3,communication strategies; linear mixed-effects models; multimodal communication
Vinicius Macuch,Alexander Mehler,2,language evolution; natural language processing techniques
Vinicius Macuch,Andy Lücking,2,multimodal communication; natural language processing techniques
Vinicius Macuch,Anna Kuder,2,iconicity; linear mixed-effects models
Vinicius Macuch,Annika Herrmann,2,iconicity; linear mixed-effects models
Vinicius Macuch,Emiliano Zaccarella,2,linear mixed-effects models; neurobiology of language
Vinicius Macuch,Jana Bressem,2,corpus analysis; multimodal communication
Vinicius Macuch,Kathryn Barnes,2,iconicity; linear mixed-effects models
Vinicius Macuch,Linda Oña,2,data analysis methods; linear mixed-effects models
Vinicius Macuch,Liona Paulus,2,data collection; iconicity
Vinicius Macuch,Marianthi Koraka,2,iconicity; linear mixed-effects models
Vinicius Macuch,Oliver Herbort,2,linear mixed-effects models; multimodal communication
Vinicius Macuch,Patrick Georg Grosz,2,bayesian statistics; linear mixed-effects models
Vinicius Macuch,Paula G. Sánchez Ramón,2,linear mixed-effects models; multimodal communication
Vinicius Macuch,Sebastian Walter,2,data analysis methods; linear mixed-effects models
Vinicius Macuch,Silva Ladewig,2,linear mixed-effects models; multimodal communication
Vinicius Macuch,Sotaro Kita,2,bayesian statistics; data analysis methods
Vinicius Macuch,Stefan Hinterwimmer,2,communication strategies; neurobiology of language
Vinicius Macuch,Stefan R. Schweinberger,2,data analysis methods; data collection
Vinicius Macuch,Vera Wolfrum,2,bayesian statistics; linear mixed-effects models
Vinicius Macuch,Yuqiu Chen,2,iconicity; linear mixed-effects models
Vinicius Macuch,Šárka Kadavá,2,data analysis methods; iconicity
Vinicius Macuch,Alina Gregori,1,multimodal communication
Vinicius Macuch,Camila Antonio Barros,1,corpus analysis
Vinicius Macuch,Carina Lüke,1,multimodal communication
Vinicius Macuch,Carly A. Anderson,1,data analysis methods
Vinicius Macuch,Celina Isabelle von Eiff,1,multimodal communication
Vinicius Macuch,Chiara Zulberti,1,iconicity
Vinicius Macuch,Christian Dobel,1,linear mixed-effects models
Vinicius Macuch,Cornelia Loos,1,linear mixed-effects models
Vinicius Macuch,Door Spruijt,1,language evolution
Vinicius Macuch,Federica Amici,1,experimental evidence
Vinicius Macuch,Jens Lemanski,1,linear mixed-effects models
Vinicius Macuch,Jonas Hartke,1,data analysis methods
Vinicius Macuch,Mailin Ines Antomo,1,linear mixed-effects models
Vinicius Macuch,Philippe Schlenker,1,linear mixed-effects models
Vinicius Macuch,Reetu Bhattacharjee,1,multimodal communication
Vinicius Macuch,Susan Goldin-Meadow,1,multimodal communication
Vinicius Macuch,Tatjana Scheffler,1,corpus analysis
Vinicius Macuch,Vanessa Wing Yan Tsang,1,iconicity
Volker Gast,Aleksandra Ćwiek,3,cognitive science; mri; prosodic prominence
Volker Gast,Carly A. Anderson,3,core expertise; mri; prosodic prominence
Volker Gast,Frank Kügler,3,bayesian statistics; cognitive science; mri
Volker Gast,Nina-Kristin Meister,3,cognitive science; core expertise; mri
Volker Gast,Patrick Georg Grosz,3,bayesian statistics; cognitive science; mri
Volker Gast,Vinicius Macuch,3,bayesian statistics; corpus analysis; corpus linguistics
Volker Gast,Anna Kuder,2,core expertise; mri
Volker Gast,Babajide Owoyele,2,bayesian statistics; data management
Volker Gast,Jana Bressem,2,corpus analysis; mri
Volker Gast,Katja Liebal,2,bayesian statistics; mri
Volker Gast,Lea Fricke,2,categorization; mri
Volker Gast,Marianthi Koraka,2,mri; prosodic prominence
Volker Gast,Marion Bonnet,2,cognitive science; mri
Volker Gast,Matteo Maran,2,core expertise; mri
Volker Gast,Natalia Filatkina,2,data interpretation; mri
Volker Gast,Philippe Schlenker,2,cognitive science; mri
Volker Gast,Pia Gehlbach,2,cognitive science; prosodic prominence
Volker Gast,Sarah Schwarzenberg,2,mri; prosodic prominence
Volker Gast,Sebastian Walter,2,cognitive science; mri
Volker Gast,Stefan R. Schweinberger,2,cognitive science; data interpretation
Volker Gast,Tatjana Scheffler,2,cognitive science; corpus analysis
Volker Gast,Valentina Colasanti,2,cognitive science; phonetics
Volker Gast,Wim Pouw,2,cognitive science; eeg analysis
Volker Gast,Šárka Kadavá,2,cognitive science; prosodic prominence
Volker Gast,Alexander Henlein,1,mri
Volker Gast,Alexander Mehler,1,cognitive science
Volker Gast,Anastasia Bauer,1,cognitive science
Volker Gast,Andy Lücking,1,cognitive science
Volker Gast,Annika Herrmann,1,prosodic prominence
Volker Gast,Camila Antonio Barros,1,corpus analysis
Volker Gast,Chiara Zulberti,1,core expertise
Volker Gast,Christian Dobel,1,prosodic prominence
Volker Gast,Cornelia Ebert,1,mri
Volker Gast,Cornelia Loos,1,mri
Volker Gast,Door Spruijt,1,cognitive science
Volker Gast,Jens Lemanski,1,cognitive science
Volker Gast,Jonas Hartke,1,cognitive science
Volker Gast,Josiah Nii Ashie Neequaye,1,linguistic diversity
Volker Gast,Kathryn Barnes,1,core expertise
Volker Gast,Linda Oña,1,mri
Volker Gast,Mailin Ines Antomo,1,mri
Volker Gast,Markus Steinbach,1,cognitive science
Volker Gast,Nadine Bade,1,cognitive science
Volker Gast,Oliver Herbort,1,mri
Volker Gast,Pamela Perniss,1,bayesian statistics
Volker Gast,Patrick Trettenbrein,1,mri
Volker Gast,Paula G. Sánchez Ramón,1,mri
Volker Gast,Petra Schumacher,1,mri
Volker Gast,Silva Ladewig,1,mri
Volker Gast,Sotaro Kita,1,bayesian statistics
Volker Gast,Stefan Hinterwimmer,1,cognitive science
Volker Gast,Susan Goldin-Meadow,1,mri
Volker Gast,Thomas Finkbeiner,1,mri
Volker Gast,Vanessa Wing Yan Tsang,1,cognitive science
Volker Gast,Vera Wolfrum,1,bayesian statistics
Volker Gast,Yuqiu Chen,1,mri
Wim Pouw,Jens Lemanski,4,bayesian stats; cognitive science; linear mixed-effects models; neuroscience
Wim Pouw,Marion Bonnet,4,bayesian stats; cognitive science; linear mixed-effects models; multimodal communication
Wim Pouw,Oliver Herbort,4,bayesian stats; linear mixed-effects models; motion capture; multimodal communication
Wim Pouw,Philippe Schlenker,4,animal communication; bayesian stats; cognitive science; linear mixed-effects models
Wim Pouw,Silva Ladewig,4,bayesian stats; gesture studies; linear mixed-effects models; multimodal communication
Wim Pouw,Aleksandra Ćwiek,3,cognitive science; linear mixed-effects models; multimodal communication
Wim Pouw,Frank Kügler,3,cognitive science; linear mixed-effects models; multimodal communication
Wim Pouw,Jana Bressem,3,bayesian stats; gesture studies; multimodal communication
Wim Pouw,Linda Oña,3,bayesian stats; linear mixed-effects models; research implications
Wim Pouw,Markus Steinbach,3,bayesian stats; cognitive science; linear mixed-effects models
Wim Pouw,Nadine Bade,3,bayesian stats; cognitive science; linear mixed-effects models
Wim Pouw,Nina-Kristin Meister,3,cognitive science; embodied cognition; multimodal communication
Wim Pouw,Pamela Perniss,3,embodied cognition; linear mixed-effects models; multimodal communication
Wim Pouw,Patrick Trettenbrein,3,bayesian stats; linear mixed-effects models; multimodal communication
Wim Pouw,Paula G. Sánchez Ramón,3,bayesian stats; linear mixed-effects models; multimodal communication
Wim Pouw,Sebastian Walter,3,bayesian stats; cognitive science; linear mixed-effects models
Wim Pouw,Susan Goldin-Meadow,3,bayesian stats; embodied cognition; multimodal communication
Wim Pouw,Vinicius Macuch,3,communication strategies; linear mixed-effects models; multimodal communication
Wim Pouw,Alexander Mehler,2,bayesian stats; cognitive science
Wim Pouw,Anastasia Bauer,2,cognitive science; data privacy
Wim Pouw,Andy Lücking,2,cognitive science; multimodal communication
Wim Pouw,Anna Kuder,2,bayesian stats; linear mixed-effects models
Wim Pouw,Babajide Owoyele,2,computer vision tool; linear mixed-effects models
Wim Pouw,Celina Isabelle von Eiff,2,multimodal communication; neuroscience
Wim Pouw,Cornelia Ebert,2,bayesian stats; linear mixed-effects models
Wim Pouw,Cornelia Loos,2,bayesian stats; linear mixed-effects models
Wim Pouw,Ingmar Brilmayer,2,bayesian stats; linear mixed-effects models
Wim Pouw,Kathryn Barnes,2,bayesian stats; linear mixed-effects models
Wim Pouw,Lea Fricke,2,bayesian stats; linear mixed-effects models
Wim Pouw,Marianthi Koraka,2,bayesian stats; linear mixed-effects models
Wim Pouw,Matteo Maran,2,bayesian stats; linear mixed-effects models
Wim Pouw,Patrick Georg Grosz,2,cognitive science; linear mixed-effects models
Wim Pouw,Petra Schumacher,2,linear mixed-effects models; multimodal communication
Wim Pouw,Pilar Prieto,2,linear mixed-effects models; multimodal communication
Wim Pouw,Reetu Bhattacharjee,2,data privacy; multimodal communication
Wim Pouw,Stefan Hinterwimmer,2,cognitive science; communication strategies
Wim Pouw,Volker Gast,2,cognitive science; eeg analysis
Wim Pouw,Yuqiu Chen,2,bayesian stats; linear mixed-effects models
Wim Pouw,Šárka Kadavá,2,cognitive science; speech acoustics
Wim Pouw,Alina Gregori,1,multimodal communication
Wim Pouw,Annika Herrmann,1,linear mixed-effects models
Wim Pouw,Carina Lüke,1,multimodal communication
Wim Pouw,Carly A. Anderson,1,bayesian stats
Wim Pouw,Christian Dobel,1,linear mixed-effects models
Wim Pouw,Door Spruijt,1,cognitive science
Wim Pouw,Emiliano Zaccarella,1,linear mixed-effects models
Wim Pouw,Jonas Hartke,1,cognitive science
Wim Pouw,Katja Liebal,1,linear mixed-effects models
Wim Pouw,Liona Paulus,1,research implications
Wim Pouw,Lisa-Marie Krause,1,gesture recognition systems
Wim Pouw,Mailin Ines Antomo,1,linear mixed-effects models
Wim Pouw,Martin Schulte-Rüther,1,bayesian stats
Wim Pouw,Pia Gehlbach,1,cognitive science
Wim Pouw,Sarah Schwarzenberg,1,linear mixed-effects models
Wim Pouw,Stefan R. Schweinberger,1,cognitive science
Wim Pouw,Susanne Fuchs,1,multimodal communication
Wim Pouw,Tatjana Scheffler,1,cognitive science
Wim Pouw,Thomas Finkbeiner,1,linear mixed-effects models
Wim Pouw,Valentina Colasanti,1,cognitive science
Wim Pouw,Vanessa Wing Yan Tsang,1,cognitive science
Wim Pouw,Vera Wolfrum,1,linear mixed-effects models
Yuqiu Chen,Anna Kuder,8,bayesian stats; eeg; gestures; iconicity; linear mixed-effects models; motor theory; mri; prosodic prominence
Yuqiu Chen,Mailin Ines Antomo,7,acceptability judgment task; acquisition; deceptive language; gestures; linear mixed-effects models; mri; question under discussion
Yuqiu Chen,Lea Fricke,6,bayesian stats; eeg; iconicity; linear mixed-effects models; mri; prosodic prominence
Yuqiu Chen,Marianthi Koraka,6,bayesian stats; eeg; iconicity; linear mixed-effects models; motor theory; mri
Yuqiu Chen,Thomas Finkbeiner,6,eeg; iconicity; linear mixed-effects models; motor theory; mri; prosodic prominence
Yuqiu Chen,Cornelia Ebert,5,bayesian stats; eeg; iconicity; linear mixed-effects models; mri
Yuqiu Chen,Kathryn Barnes,5,bayesian stats; gestures; iconicity; linear mixed-effects models; question under discussion
Yuqiu Chen,Marion Bonnet,5,bayesian stats; eeg; iconicity; linear mixed-effects models; mri
Yuqiu Chen,Sarah Schwarzenberg,5,eeg; iconicity; linear mixed-effects models; motor theory; mri
Yuqiu Chen,Silva Ladewig,5,bayesian stats; eeg; language acquisition; linear mixed-effects models; mri
Yuqiu Chen,Cornelia Loos,4,bayesian stats; eeg; linear mixed-effects models; mri
Yuqiu Chen,Jana Bressem,4,bayesian stats; eeg; language acquisition; mri
Yuqiu Chen,Linda Oña,4,bayesian stats; eeg; linear mixed-effects models; mri
Yuqiu Chen,Matteo Maran,4,bayesian stats; eeg; linear mixed-effects models; mri
Yuqiu Chen,Nadine Bade,4,bayesian stats; language acquisition; linear mixed-effects models; semantics-pragmatics interface
Yuqiu Chen,Oliver Herbort,4,bayesian stats; eeg; linear mixed-effects models; mri
Yuqiu Chen,Patrick Georg Grosz,4,eeg; linear mixed-effects models; mri; prosodic prominence
Yuqiu Chen,Patrick Trettenbrein,4,bayesian stats; eeg; linear mixed-effects models; mri
Yuqiu Chen,Sebastian Walter,4,bayesian stats; eeg; linear mixed-effects models; mri
Yuqiu Chen,Aleksandra Ćwiek,3,eeg; linear mixed-effects models; mri
Yuqiu Chen,Annika Herrmann,3,iconicity; linear mixed-effects models; motor theory
Yuqiu Chen,Carly A. Anderson,3,bayesian stats; eeg; mri
Yuqiu Chen,Frank Kügler,3,eeg; linear mixed-effects models; mri
Yuqiu Chen,Ingmar Brilmayer,3,bayesian stats; iconicity; linear mixed-effects models
Yuqiu Chen,Jens Lemanski,3,bayesian stats; eeg; linear mixed-effects models
Yuqiu Chen,Markus Steinbach,3,bayesian stats; eeg; linear mixed-effects models
Yuqiu Chen,Paula G. Sánchez Ramón,3,bayesian stats; linear mixed-effects models; mri
Yuqiu Chen,Petra Schumacher,3,language acquisition; linear mixed-effects models; mri
Yuqiu Chen,Philippe Schlenker,3,bayesian stats; linear mixed-effects models; mri
Yuqiu Chen,Pilar Prieto,3,iconicity; linear mixed-effects models; motor theory
Yuqiu Chen,Susan Goldin-Meadow,3,bayesian stats; eeg; mri
Yuqiu Chen,Emiliano Zaccarella,2,eeg; linear mixed-effects models
Yuqiu Chen,Katja Liebal,2,linear mixed-effects models; mri
Yuqiu Chen,Liona Paulus,2,iconicity; language acquisition
Yuqiu Chen,Nina-Kristin Meister,2,iconicity; mri
Yuqiu Chen,Pia Gehlbach,2,eeg; motor theory
Yuqiu Chen,Vanessa Wing Yan Tsang,2,cross-linguistic comparison; iconicity
Yuqiu Chen,Vinicius Macuch,2,iconicity; linear mixed-effects models
Yuqiu Chen,Wim Pouw,2,bayesian stats; linear mixed-effects models
Yuqiu Chen,Šárka Kadavá,2,iconicity; motor theory
Yuqiu Chen,Alexander Henlein,1,mri
Yuqiu Chen,Alexander Mehler,1,bayesian stats
Yuqiu Chen,Babajide Owoyele,1,linear mixed-effects models
Yuqiu Chen,Chiara Zulberti,1,iconicity
Yuqiu Chen,Christian Dobel,1,linear mixed-effects models
Yuqiu Chen,Jonas Hartke,1,gestures
Yuqiu Chen,Marc Schulder,1,prosodic prominence
Yuqiu Chen,Martin Schulte-Rüther,1,bayesian stats
Yuqiu Chen,Natalia Filatkina,1,mri
Yuqiu Chen,Pamela Perniss,1,linear mixed-effects models
Yuqiu Chen,Valentina Colasanti,1,language acquisition
Yuqiu Chen,Vera Wolfrum,1,linear mixed-effects models
Yuqiu Chen,Volker Gast,1,mri
Šárka Kadavá,Aleksandra Ćwiek,5,bayesian analysis; biomechanical coupling; cognitive science; data analysis methods; prosodic prominence
Šárka Kadavá,Marianthi Koraka,4,hearing impairment; iconicity; motor theory; prosodic prominence
Šárka Kadavá,Nina-Kristin Meister,4,cognitive science; data analysis methods; hearing impairment; iconicity
Šárka Kadavá,Sarah Schwarzenberg,4,iconicity; motor theory; multimodality; prosodic prominence
Šárka Kadavá,Annika Herrmann,3,iconicity; motor theory; prosodic prominence
Šárka Kadavá,Marion Bonnet,3,cognitive science; data analysis methods; iconicity
Šárka Kadavá,Pia Gehlbach,3,cognitive science; motor theory; prosodic prominence
Šárka Kadavá,Thomas Finkbeiner,3,data analysis methods; iconicity; motor theory
Šárka Kadavá,Anastasia Bauer,2,cognitive science; hearing impairment
Šárka Kadavá,Anna Kuder,2,iconicity; motor theory
Šárka Kadavá,Carly A. Anderson,2,data analysis methods; prosodic prominence
Šárka Kadavá,Cornelia Ebert,2,hearing impairment; iconicity
Šárka Kadavá,Frank Kügler,2,cognitive science; data analysis methods
Šárka Kadavá,Jonas Hartke,2,cognitive science; data analysis methods
Šárka Kadavá,Lea Fricke,2,bayesian analysis; iconicity
Šárka Kadavá,Markus Steinbach,2,cognitive science; data analysis methods
Šárka Kadavá,Nadine Bade,2,cognitive science; data analysis methods
Šárka Kadavá,Patrick Georg Grosz,2,cognitive science; hearing impairment
Šárka Kadavá,Pilar Prieto,2,iconicity; motor theory
Šárka Kadavá,Sebastian Walter,2,cognitive science; data analysis methods
Šárka Kadavá,Stefan R. Schweinberger,2,cognitive science; data analysis methods
Šárka Kadavá,Vanessa Wing Yan Tsang,2,cognitive science; iconicity
Šárka Kadavá,Vinicius Macuch,2,data analysis methods; iconicity
